"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-03",,"76","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-04",,"76","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-05","0.04","72","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-06","0.07","71","81","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-07","0.00","72","79","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-08","0.08","72","79","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-09","0.00","73","79","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-10","0.06","72","80","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-11","0.00","74","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-12","0.20","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-13","0.31","74","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-14","0.00","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-15","0.20","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-16","0.00","74","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-17","0.08","73","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-18","0.84","72","79","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-19","0.10","75","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-20","0.00","74","81","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-21","1.69","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-22","0.00","73","83",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-23","0.05","74","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-24","0.11","73","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-25","0.00","75","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-26",,"73","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-27","0.02","75","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-28","0.00","73","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-29","0.01","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-30","0.01","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-08-31","0.00","74","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-01",,"74","81","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-02","0.00","73","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-03","0.46","73","81","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-04","0.29","73","80","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-05","0.00","74","82",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-06","0.00","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-07","0.03","74","83","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-08","0.00","75","83","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-09",,"76","83","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-10",,"75","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-11",,"76",,"71"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-12","0.00","74","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-13",,"76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-14",,"76","88",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-15",,"77","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-16",,"74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-17",,"73",,"69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-18","0.01","75",,"71"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-19","0.26","75","82","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-20","0.04","76","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-21","0.00","77",,"69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-22",,"75","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-23","0.07","74",,"69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-24","4.11","74","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-25","0.98","74","85",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-26","0.20","75","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-27","0.00","76",,"69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-28",,"77","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-29",,"76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-09-30",,"77","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-01",,"75",,
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-02","1.64","76","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-03","0.00","75","87",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-04","0.50","74","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-05","1.20","74","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-06","0.42","75","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-07","0.01","74","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-08","1.13","74","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-09","0.78","76","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-10","0.01","76","87","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-11","0.00","77","85","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-12",,"77","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-13",,"77","86","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-14",,"78","86",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-15",,"75","86",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-16","0.11","74","85",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-17","0.00","72","82",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-18","0.20","73","81","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-19","0.66","75","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-20","0.00","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-21","0.54","72","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-22","1.23","72","79","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-23","0.35","74","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-24","0.00","73","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-25","0.00","72","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-26","0.28","73","81","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-27","0.05","73","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-28","1.60","74","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-29","0.00","72","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-30","0.16","70","79","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-10-31","0.11","73","79","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-01","0.00","73",,"65"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-02",,"75","82","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-03",,"77","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-04",,"75","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-05",,"76","86","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-06",,"76","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-07",,"78","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-08","0.99","75","85","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-09","0.00","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-10",,"76","86","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-11",,"74","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-12",,"72","84","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-13",,"73","82","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-14",,"71","82","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-15","0.15","72","81","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-16","0.03","74","80","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-17","0.00","75","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-18",,"74","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-19",,"75","85","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-20",,"73","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-21","0.10","73","80","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-22","0.00","72","78","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-23","0.00","73","83","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-24",,"71","83","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-25",,"72",,
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-26",,"71","81","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-27","0.08","71","82","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-28","0.02","72",,"66"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-29","0.00","73","82","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-11-30",,"70","81","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-01","0.08","71","77","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-02","0.20","70","77","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-03","0.01","71","77","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-04","0.02","70","79",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-05","0.00","69","79","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-06",,"69","78","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-07",,"68","77","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-08","0.02","68","77",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-09","0.00","68",,"62"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-10",,"69","81","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-11",,"69","79",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-12",,"69","81","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-13",,"72","82","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-14",,"69","82",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-15",,"69","79","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-16",,"70","79",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-17","0.04","70","82",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-18","0.00","69","79",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-19",,"68","81",
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-20",,"69","79","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-21",,"71",,"64"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-22",,"71","82","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-23",,"70","81","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-24",,"72",,
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-25",,"71","83","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-26",,"70",,
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-27",,"72","84","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-28",,"70","85","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-29",,"70","82","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-30",,"71","81","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2019-12-31",,"71","81","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-01",,"71","82","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-02",,"73",,"66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-03",,"75","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-04",,"75","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-05",,"75","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-06","0.01","72","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-07","0.00","72","83","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-08",,"72","83","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-09",,"72","87","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-10",,"70","86","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-11",,"68","81","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-12",,"70","80",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-13",,"73",,"62"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-14",,"70","84",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-15",,"68","84","56"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-16",,"69","83","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-17",,"71","84","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-18",,"71","85","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-19",,"73",,"65"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-20",,"73","86","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-21",,"71","86","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-22",,"71","85","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-23",,"72","85",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-24",,"71","85","59"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-25",,"71","87",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-26",,"72","88","52"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-27",,"74","89",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-28",,"74","89","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-29",,"75","88",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-30",,"76","89",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-01-31",,"76","90","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-01",,"73","89",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-02",,"71","85",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-03",,"71",,"60"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-04",,"73","86","58"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-05",,"73","83","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-06",,"74","86","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-07",,"74","87","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-08",,"75",,"64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-09",,"74","89","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-10",,"73","85",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-11",,"72","85","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-12",,"73","86","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-13",,"74","85","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-14",,"74","88","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-15",,"75","87",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-16",,"74","90","62"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-17",,"72","89",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-18",,"73","88","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-19",,"73","88","61"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-20",,"73","87","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-21",,"73","89","60"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-22",,"74","88","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-23",,"74","88","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-24",,"73","86","63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-25",,"76",,"63"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-26",,"76","90","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-27",,"76","89","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-28",,"75","87","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-02-29",,"76",,"66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-01",,"76","89","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-02",,"75","89","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-03",,"78",,"65"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-04","0.00","79","90","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-05",,"80","89","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-06",,"79","92","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-07","0.14","78","92","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-08","0.00","78","87","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-09",,"79","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-10",,"80",,"70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-11",,"78",,"70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-12",,"79",,"68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-13",,"79","92",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-14",,"77",,"66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-15",,"79","92","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-16",,"79",,"67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-17",,"79","91","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-18",,"80",,"64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-19",,"82","94","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-20",,"75","94","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-21","0.04","81","93","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-22","0.02","82","93","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-23","0.00","78","91",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-24","0.20","81","91","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-25","0.00","78","93",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-26",,"79",,"67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-27",,"78","93","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-28",,"78","93",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-29",,"80","94",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-03-30",,"80","95",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-04-29","3.51","75","93","65"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-04-30","0.11","81",,"69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-01","0.00","82","92","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-02",,"82","93","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-03",,"81",,
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-04",,"84","94",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-05",,"85","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-06",,"82","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-07",,"80","92","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-08",,"83",,"72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-09","0.00","85","96","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-10","0.00","83","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-11",,"82","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-12",,"82","93","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-13",,"83","93","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-14",,"83","94","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-15",,"84","95","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-16",,"82","95","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-17",,"82","95",
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-18","0.29","78","95","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-19","0.00","80","89","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-20",,"82","91","73"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-21",,"82","93","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-22",,"84","95","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-23",,"84","97","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-24",,"80","97","72"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-25","0.42","81",,"70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-26","0.00","80","92","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-27","1.14","76","92","64"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-28","0.22","78","92","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-29","0.15","76","92","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-30","0.50","77","90","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-05-31","0.00","79","90","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-01","0.03","77","90","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-02","0.13","76","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-03","0.00","77","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-04",,"78","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-05",,"78","89","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-06",,"77","89","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-07","0.31","76","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-08","0.00","79",,"69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-09","0.00","78","90","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-10",,"77","87","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-11",,"75","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-12","0.45","74","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-13","0.00","74","83","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-14","0.01","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-15","0.00","77","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-16",,"76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-17","0.00","74","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-18","0.00","75","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-19","0.00","77",,"68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-20",,"78","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-21","0.00","76","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-22","0.37","74","84","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-23","0.27","77",,"67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-24","0.26","74","88","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-25","1.28","74","89","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-26","1.08","76","86","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-27","0.00","76","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-28",,"77","85","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-29","0.00","76","87","71"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-06-30","0.03","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-01","0.00","76","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-02",,"73","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-03","0.28","73","80","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-04","0.28","74","85","66"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-05","0.00","74","82","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-06","0.06","73","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-07","0.00","75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-08",,"74","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-09","1.39","75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-10","0.58","74","86","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-11","0.00","76",,"68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-12","0.02","77","85","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-13","0.00","76","86","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-14",,"75","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-23",,"76","87","70"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-24","0.85","75","87","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-25","0.00","75",,"67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-26","0.28","75","86","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-27","0.00","74","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-28","0.17","76","84","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-29","0.02","73","85","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-30","0.07","75",,"67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-07-31","0.02","76","84","69"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-08-01","0.11","73","87","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-08-02","0.77","74","83","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-08-03","0.06","75","83","67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-08-04","0.02","72","81","68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-08-05","0.13","73",,"67"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-08-06","0.23","75",,"68"
"IN009012800","BANGALORE HINDUSTAN, IN","2020-08-07","0.00","76","85","69"
